"OPENSECRETS.INDUSTRY","YEAR","STATE","FIRST","LAST","DISTRICT","CANDIDATE","PARTY","AMOUNT","INDUSTRYPERCENT","CANDTOTAL","INCUMBENT","VOTES","PERCENT","PRIMARY.INDUSTRY","SECONDARY.INDUSTRY1","SECONDARY.INDUSTRY2","SECONDARY.INDUSTRY3","WINNER","indrank","TotalRaceFunds","RaceFundPerc","X","Sector","AdjClose","Group","YrPercentChange","RelYear"
"Beer, Wine & Liquor",2004,"UT","ROB","BISHOP","1","ROB BISHOP","R",10000,0.0389030885162,257049,1,199615,0.6791,"Consumer Staples","","","",1,8,280419,0.916660426005371,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Pharmaceuticals/Health Products",2004,"UT","CHRIS","CANNON","3","CHRIS CANNON","R",30683,0.0702401391846,436830,1,173010,0.6339,"Health Care","","","",1,6,457480,0.954861414706654,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Mining",2004,"UT","CHRIS","CANNON","3","CHRIS CANNON","R",32500,0.0743996520385,436830,1,173010,0.6339,"Materials","","","",1,4,457480,0.954861414706654,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Telephone Utilities",2004,"UT","CHRIS","CANNON","3","CHRIS CANNON","R",30500,0.0698212119131,436830,1,173010,0.6339,"Telecommunication Services","","","",1,7,457480,0.954861414706654,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Misc Manufacturing & Distributing",2004,"UT","BEAU","BABKA","3","BEAU BABKA","D",2500,0.1210653753026,20650,0,88748,0.3252,"Consumer Discretionary","Materials","Consumer Staples","Industrials",0,2,457480,0.0451385852933462,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Agricultural Services/Products",2004,"UT","CHRIS","CANNON","3","CHRIS CANNON","R",32000,0.0732550420072,436830,1,173010,0.6339,"Consumer Staples","","","",1,5,457480,0.954861414706654,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Oil & Gas",2004,"UT","CHRIS","CANNON","3","CHRIS CANNON","R",26000,0.0595197216308,436830,1,173010,0.6339,"Energy","","","",1,9,457480,0.954861414706654,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Automotive",2004,"VA","JO","DAVIS","1","JO ANN DAVIS","R",19800,0.0679049604916,291584,1,225071,0.7855,"Consumer Discretionary","","","",1,4,291584,1,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Oil & Gas",2004,"VA","JO","DAVIS","1","JO ANN DAVIS","R",5000,0.0171477172959,291584,1,225071,0.7855,"Energy","","","",1,7,291584,1,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Beer, Wine & Liquor",2004,"VA","JO","DAVIS","1","JO ANN DAVIS","R",7500,0.0257215759438,291584,1,225071,0.7855,"Consumer Staples","","","",1,6,291584,1,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Misc Business",2004,"VA","JAMES","SOCAS","10","JAMES ROBERT SOCAS","D",8700,0.039822401245,218470,0,116654,0.3611,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,5,1024809,0.213181187909162,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Telecom Services & Equipment",2004,"VA","FRANK","WOLF","10","FRANK WOLF","R",16300,0.0202148227979,806339,1,205982,0.6377,"Telecommunication Services","","","",1,6,1024809,0.786818812090838,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Automotive",2004,"VA","FRANK","WOLF","10","FRANK WOLF","R",101020,0.1252822944196,806339,1,205982,0.6377,"Consumer Discretionary","","","",1,4,1024809,0.786818812090838,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Health Services/HMOs",2004,"VA","JAMES","SOCAS","10","JAMES ROBERT SOCAS","D",1750,0.008010253124,218470,0,116654,0.3611,"Health Care","","","",0,7,1024809,0.213181187909162,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Business Services",2004,"VA","JAMES","SOCAS","10","JAMES ROBERT SOCAS","D",26400,0.120840389985,218470,0,116654,0.3611,"Consumer Discretionary","Industrials","","",0,3,1024809,0.213181187909162,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Pharmaceuticals/Health Products",2004,"VA","KEN","LONGMYER","11","KEN LONGMYER","D",250,0.0120418091614,20761,0,118305,0.3826,"Health Care","","","",0,8,1200976,0.0172867734242816,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Telephone Utilities",2004,"VA","TOM","DAVIS","11","TOM DAVIS","R",29500,0.0249954457451,1180215,1,186299,0.6025,"Telecommunication Services","","","",1,7,1200976,0.982713226575718,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Home Builders",2004,"VA","KEN","LONGMYER","11","KEN LONGMYER","D",1500,0.0722508549684,20761,0,118305,0.3826,"Industrials","","","",0,4,1200976,0.0172867734242816,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Misc Business",2004,"VA","KEN","LONGMYER","11","KEN LONGMYER","D",500,0.0240836183228,20761,0,118305,0.3826,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,5,1200976,0.0172867734242816,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Food & Beverage",2004,"VA","KEN","LONGMYER","11","KEN LONGMYER","D",250,0.0120418091614,20761,0,118305,0.3826,"Consumer Staples","","","",0,7,1200976,0.0172867734242816,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Telecom Services & Equipment",2004,"VA","KEN","LONGMYER","11","KEN LONGMYER","D",500,0.0240836183228,20761,0,118305,0.3826,"Telecommunication Services","","","",0,6,1200976,0.0172867734242816,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Business Services",2004,"VA","KEN","LONGMYER","11","KEN LONGMYER","D",1511,0.0727806945716,20761,0,118305,0.3826,"Consumer Discretionary","Industrials","","",0,3,1200976,0.0172867734242816,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Pharmaceuticals/Health Products",2004,"VA","TOM","DAVIS","11","TOM DAVIS","R",31000,0.0262664006134,1180215,1,186299,0.6025,"Health Care","","","",1,6,1200976,0.982713226575718,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Automotive",2004,"VA","THELMA","DRAKE","2","THELMA DRAKE","R",45250,0.0948675104459,476981,0,132946,0.5508,"Consumer Discretionary","","","",1,4,746681,0.638801576576878,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Crop Production & Basic Processing",2004,"VA","DAVID","ASHE","2","DAVID ASHE","D",6000,0.0222469410456,269700,0,108180,0.4482,"Consumer Staples","","","",0,4,746681,0.361198423423122,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Beer, Wine & Liquor",2004,"VA","THELMA","DRAKE","2","THELMA DRAKE","R",9300,0.0194976319811,476981,0,132946,0.5508,"Consumer Staples","","","",1,7,746681,0.638801576576878,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Oil & Gas",2004,"VA","THELMA","DRAKE","2","THELMA DRAKE","R",11500,0.0241099750305,476981,0,132946,0.5508,"Energy","","","",1,6,746681,0.638801576576878,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Misc Business",2004,"VA","DAVID","ASHE","2","DAVID ASHE","D",4250,0.0157582499073,269700,0,108180,0.4482,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,6,746681,0.361198423423122,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Air Transport",2004,"VA","THELMA","DRAKE","2","THELMA DRAKE","R",23900,0.0501068176719,476981,0,132946,0.5508,"Industrials","","","",1,5,746681,0.638801576576878,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Railroads",2004,"VA","DAVID","ASHE","2","DAVID ASHE","D",4550,0.0168705969596,269700,0,108180,0.4482,"Industrials","","","",0,5,746681,0.361198423423122,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Misc Business",2004,"VA","BOBBY","SCOTT","3","BOBBY SCOTT","D",7000,0.0241937434979,289331,1,159373,0.6933,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,6,395452,0.731646318642971,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Electronics Mfg & Services",2004,"VA","WINSOME","SEARS","3","WINSOME E SEARS","R",4000,0.0376928223443,106121,0,70194,0.3053,"Information Technology","Consumer Discretionary","","",0,5,395452,0.268353681357029,17,"Information Technology",1575.122081,"Values0506b",17.5743828802466,"2004"
"Automotive",2004,"VA","BOBBY","SCOTT","3","BOBBY SCOTT","D",21750,0.0751734172972,289331,1,159373,0.6933,"Consumer Discretionary","","","",1,3,395452,0.731646318642971,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Misc Business",2004,"VA","WINSOME","SEARS","3","WINSOME E SEARS","R",2000,0.0188464111722,106121,0,70194,0.3053,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,7,395452,0.268353681357029,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Automotive",2004,"VA","WINSOME","SEARS","3","WINSOME E SEARS","R",9700,0.091405094185,106121,0,70194,0.3053,"Consumer Discretionary","","","",0,3,395452,0.268353681357029,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Misc Defense",2004,"VA","BOBBY","SCOTT","3","BOBBY SCOTT","D",17500,0.0604843587448,289331,1,159373,0.6933,"Industrials","","","",1,4,395452,0.731646318642971,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Misc Defense",2004,"VA","WINSOME","SEARS","3","WINSOME E SEARS","R",2500,0.0235580139652,106121,0,70194,0.3053,"Industrials","","","",0,6,395452,0.268353681357029,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Food Processing & Sales",2004,"VA","RANDY","FORBES","4","RANDY FORBES","R",23500,0.0487864626908,481691,1,182444,0.6446,"Consumer Staples","","","",1,5,490675,0.981690528353798,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Hospitals/Nursing Homes",2004,"VA","RANDY","FORBES","4","RANDY FORBES","R",12842,0.0266602448458,481691,1,182444,0.6446,"Health Care","","","",1,8,490675,0.981690528353798,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Electric Utilities",2004,"VA","JONATHAN","MENEFEE","4","JONATHAN R MENEFEE","D",600,0.06678539626,8984,0,100413,0.3548,"Utilities","","","",0,3,490675,0.0183094716462017,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Electric Utilities",2004,"VA","RANDY","FORBES","4","RANDY FORBES","R",19500,0.0404823839349,481691,1,182444,0.6446,"Utilities","","","",1,6,490675,0.981690528353798,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Automotive",2004,"VA","RANDY","FORBES","4","RANDY FORBES","R",33150,0.0688200526894,481691,1,182444,0.6446,"Consumer Discretionary","","","",1,4,490675,0.981690528353798,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Building Materials & Equipment",2004,"VA","VIRGIL","GOODE","5","VIRGIL GOODE","R",31585,0.0806610194164,391577,1,172431,0.6368,"Materials","Industrials","","",1,6,638150,0.613612786962313,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Hospitals/Nursing Homes",2004,"VA","AL","WEED","5","AL WEED","D",3250,0.013180680772,246573,0,98237,0.3628,"Health Care","","","",0,7,638150,0.386387213037687,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Misc Business",2004,"VA","AL","WEED","5","AL WEED","D",9000,0.0365003467533,246573,0,98237,0.3628,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,5,638150,0.386387213037687,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Beer, Wine & Liquor",2004,"VA","AL","WEED","5","AL WEED","D",4250,0.0172362748557,246573,0,98237,0.3628,"Consumer Staples","","","",0,6,638150,0.386387213037687,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Sea Transport",2004,"VA","AL","WEED","5","AL WEED","D",2000,0.0081111881674,246573,0,98237,0.3628,"Industrials","","","",0,8,638150,0.386387213037687,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Hospitals/Nursing Homes",2004,"VA","VIRGIL","GOODE","5","VIRGIL GOODE","R",9000,0.0229839852698,391577,1,172431,0.6368,"Health Care","","","",1,9,638150,0.613612786962313,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Electric Utilities",2004,"VA","VIRGIL","GOODE","5","VIRGIL GOODE","R",26750,0.0683135117742,391577,1,172431,0.6368,"Utilities","","","",1,7,638150,0.613612786962313,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Automotive",2004,"VA","VIRGIL","GOODE","5","VIRGIL GOODE","R",49200,0.1256457861416,391577,1,172431,0.6368,"Consumer Discretionary","","","",1,3,638150,0.613612786962313,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Crop Production & Basic Processing",2004,"VA","VIRGIL","GOODE","5","VIRGIL GOODE","R",38500,0.098320381432,391577,1,172431,0.6368,"Consumer Staples","","","",1,5,638150,0.613612786962313,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Construction Services",2004,"VA","LISA","CHENEY","8","LISA MARIE CHENEY","R",7200,0.0555727076258,129560,0,106231,0.369,"Industrials","","","",0,4,1319622,0.0981796302274439,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Chemical & Related Manufacturing",2004,"VA","JIM","MORAN","8","JIM MORAN","D",19500,0.0164952011653,1182162,1,171986,0.5973,"Materials","","","",1,7,1319622,0.89583380695381,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Electronics Mfg & Services",2004,"VA","JIM","MORAN","8","JIM MORAN","D",35000,0.0296067713224,1182162,1,171986,0.5973,"Information Technology","Consumer Discretionary","","",1,6,1319622,0.89583380695381,17,"Information Technology",1575.122081,"Values0506b",17.5743828802466,"2004"
"Health Services/HMOs",2004,"VA","KEVIN","TRIPLETT","9","KEVIN R TRIPLETT","R",3250,0.00862501360098,376811,0,98499,0.3894,"Health Care","","","",0,9,1233013,0.305601806306989,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Food Processing & Sales",2004,"VA","KEVIN","TRIPLETT","9","KEVIN R TRIPLETT","R",8800,0.02335388298109,376811,0,98499,0.3894,"Consumer Staples","","","",0,6,1233013,0.305601806306989,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Oil & Gas",2004,"VA","RICK","BOUCHER","9","RICK BOUCHER","D",36250,0.0423381398315,856202,1,150039,0.5932,"Energy","","","",1,8,1233013,0.694398193693011,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Trucking",2004,"VA","KEVIN","TRIPLETT","9","KEVIN R TRIPLETT","R",3500,0.00928847618567,376811,0,98499,0.3894,"Industrials","","","",0,8,1233013,0.305601806306989,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Building Materials & Equipment",2004,"VA","KEVIN","TRIPLETT","9","KEVIN R TRIPLETT","R",19800,0.05254623670752,376811,0,98499,0.3894,"Materials","Industrials","","",0,4,1233013,0.305601806306989,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Computers/Internet",2004,"VA","RICK","BOUCHER","9","RICK BOUCHER","D",94000,0.1097871763906,856202,1,150039,0.5932,"Consumer Discretionary","Information Technology","","",1,5,1233013,0.694398193693011,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Misc Communications/Electronics",2004,"VA","KEVIN","TRIPLETT","9","KEVIN R TRIPLETT","R",4000,0.0106154013551,376811,0,98499,0.3894,"Telecommunication Services","Consumer Discretionary","","",0,7,1233013,0.305601806306989,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Telecom Services & Equipment",2004,"VA","RICK","BOUCHER","9","RICK BOUCHER","D",63291,0.0739206402227,856202,1,150039,0.5932,"Telecommunication Services","","","",1,7,1233013,0.694398193693011,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Chemical & Related Manufacturing",2004,"VA","RICK","BOUCHER","9","RICK BOUCHER","D",71250,0.0832163438067,856202,1,150039,0.5932,"Materials","","","",1,6,1233013,0.694398193693011,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Misc Business",2004,"VT","BERNIE","SANDERS","1","BERNIE SANDERS","I",3595,0.0192293291398,186954,0,205774,0.6747,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,5,251159,0.744365123288435,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Printing & Publishing",2004,"VT","BERNIE","SANDERS","1","BERNIE SANDERS","I",7690,0.0411331129583,186954,0,205774,0.6747,"Consumer Discretionary","Industrials","","",1,3,251159,0.744365123288435,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Electronics Mfg & Services",2004,"VT","GREG","PARKE","1","GREG PARKE","R",250,0.00389377774317,64205,0,74271,0.2435,"Information Technology","Consumer Discretionary","","",0,8,251159,0.255634876711565,17,"Information Technology",1575.122081,"Values0506b",17.5743828802466,"2004"
"Chemical & Related Manufacturing",2004,"VT","GREG","PARKE","1","GREG PARKE","R",650,0.01012382213224,64205,0,74271,0.2435,"Materials","","","",0,7,251159,0.255634876711565,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Food & Beverage",2004,"VT","GREG","PARKE","1","GREG PARKE","R",250,0.00389377774317,64205,0,74271,0.2435,"Consumer Staples","","","",0,9,251159,0.255634876711565,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Misc Energy",2004,"VT","GREG","PARKE","1","GREG PARKE","R",2000,0.0311502219453,64205,0,74271,0.2435,"Energy","","","",0,6,251159,0.255634876711565,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Building Materials & Equipment",2004,"VT","JACK","MCMULLEN","S","JACK MCMULLEN","R",2000,0.024146715443,89577,0,75398,0.2454,"Materials","Industrials","","",0,5,1775185,0.0504606562132961,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Telephone Utilities",2004,"VT","JACK","MCMULLEN","S","JACK MCMULLEN","R",1000,0.0120733577215,89577,0,75398,0.2454,"Telecommunication Services","","","",0,6,1775185,0.0504606562132961,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Misc Business",2004,"WA","RANDLE","EASTWOOD","1","RANDLE FREDRICK EASTWOOD","R",1200,0.046468401487,25824,0,117850,0.3596,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,4,583108,0.0442868216522497,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Misc Health",2004,"WA","RANDLE","EASTWOOD","1","RANDLE FREDRICK EASTWOOD","R",250,0.00968091697646,25824,0,117850,0.3596,"Health Care","","","",0,6,583108,0.0442868216522497,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Defense Aerospace",2004,"WA","JAY","INSLEE","1","JAY INSLEE","D",11450,0.0205460770451,557284,1,204121,0.6228,"Industrials","","","",1,6,583108,0.95571317834775,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Misc Business",2004,"WA","JAY","INSLEE","1","JAY INSLEE","D",8400,0.0150731045571,557284,1,204121,0.6228,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,7,583108,0.95571317834775,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Hospitals/Nursing Homes",2004,"WA","JAY","INSLEE","1","JAY INSLEE","D",20000,0.0358883441836,557284,1,204121,0.6228,"Health Care","","","",1,5,583108,0.95571317834775,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Food Processing & Sales",2004,"WA","RICK","LARSEN","2","RICK LARSEN","D",17800,0.0212723748336,836766,1,202383,0.6391,"Consumer Staples","","","",1,7,863399,0.969153311504878,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
