OPENSECRETS.INDUSTRY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,AMOUNT,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,PRIMARY.INDUSTRY,SECONDARY.INDUSTRY1,SECONDARY.INDUSTRY2,SECONDARY.INDUSTRY3,WINNER,indrank,TotalRaceFunds,RaceFundPerc,X,Sector,AdjClose,Group,YrPercentChange,RelYear
Accountants,2004,AR,MIKE,ROSS,4,MIKE ROSS,D,171700,0.218421715,786094,1,NA,NA,Financials,,,,0,2,786094,1,14,Financials,5555.739999,Values0506b,0.351064506,2004
Telephone Utilities,2004,AR,MIKE,ROSS,4,MIKE ROSS,D,25000,0.031802812,786094,1,NA,NA,Telecommunication Services,,,,0,7,786094,1,19,Telecommunication Services,75.598322,Values0506b,0.243061426,2004
Crop Production & Basic Processing,2004,AR,MIKE,ROSS,4,MIKE ROSS,D,30850,0.03924467,786094,1,NA,NA,Consumer Staples,,,,0,5,786094,1,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Business Services,2004,AR,JIM,HOLT,S,JIM HOLT,R,4687,0.083419357,56186,0,458036,0.4407,Consumer Discretionary,Industrials,,,0,5,3261645,0.017226277,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Electric Utilities,2004,AR,BLANCHE,LINCOLN,S,BLANCHE LINCOLN,D,162438,0.050675426,3205459,1,580973,0.559,Utilities,,,,1,7,3261645,0.982773723,20,Utilities,846.831177,Values0506b,0.387572063,2004
Oil & Gas,2004,AR,BLANCHE,LINCOLN,S,BLANCHE LINCOLN,D,125404,0.03912201,3205459,1,580973,0.559,Energy,,,,1,8,3261645,0.982773723,13,Energy,1348.010537,Values0506b,0.628528397,2004
Health Services/HMOs,2004,AR,BLANCHE,LINCOLN,S,BLANCHE LINCOLN,D,400418,0.124917524,3205459,1,580973,0.559,Health Care,,,,1,4,3261645,0.982773723,15,Health Care,1854.677021,Values0506b,0.208390015,2004
Business Services,2004,AR,BLANCHE,LINCOLN,S,BLANCHE LINCOLN,D,285444,0.089049337,3205459,1,580973,0.559,Consumer Discretionary,Industrials,,,1,5,3261645,0.982773723,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Crop Production & Basic Processing,2004,AR,JIM,HOLT,S,JIM HOLT,R,6300,0.112127576,56186,0,458036,0.4407,Consumer Staples,,,,0,3,3261645,0.017226277,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Oil & Gas,2004,AR,JIM,HOLT,S,JIM HOLT,R,1000,0.017798028,56186,0,458036,0.4407,Energy,,,,0,8,3261645,0.017226277,13,Energy,1348.010537,Values0506b,0.628528397,2004
Commercial Banks,2004,AR,BLANCHE,LINCOLN,S,BLANCHE LINCOLN,D,668041,0.208407283,3205459,1,580973,0.559,Financials,,,,1,1,3261645,0.982773723,14,Financials,5555.739999,Values0506b,0.351064506,2004
Building Materials & Equipment,2004,AR,JIM,HOLT,S,JIM HOLT,R,6500,0.115687182,56186,0,458036,0.4407,Materials,Industrials,,,0,2,3261645,0.017226277,18,Materials,994.347645,Values0506b,0.30380417,2004
Hospitals/Nursing Homes,2004,AR,JIM,HOLT,S,JIM HOLT,R,1000,0.017798028,56186,0,458036,0.4407,Health Care,,,,0,7,3261645,0.017226277,15,Health Care,1854.677021,Values0506b,0.208390015,2004
Agricultural Services/Products,2004,AR,BLANCHE,LINCOLN,S,BLANCHE LINCOLN,D,274068,0.085500392,3205459,1,580973,0.559,Consumer Staples,,,,1,6,3261645,0.982773723,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Home Builders,2004,AR,JIM,HOLT,S,JIM HOLT,R,2500,0.04449507,56186,0,458036,0.4407,Industrials,,,,0,6,3261645,0.017226277,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Accountants,2004,AZ,RICK,RENZI,1,RICK RENZI,R,356269,0.252472146,1411122,1,148315,0.5854,Financials,,,,1,2,2257735,0.625016665,14,Financials,5555.739999,Values0506b,0.351064506,2004
Crop Production & Basic Processing,2004,AZ,PAUL,BABBITT,1,PAUL BABBITT,D,16200,0.019135071,846613,0,91776,0.3622,Consumer Staples,,,,0,5,2257735,0.374983335,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Air Transport,2004,AZ,RICK,RENZI,1,RICK RENZI,R,34887,0.02472288,1411122,1,148315,0.5854,Industrials,,,,1,6,2257735,0.625016665,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Business Services,2004,AZ,PAUL,BABBITT,1,PAUL BABBITT,D,33299,0.039332021,846613,0,91776,0.3622,Consumer Discretionary,Industrials,,,0,3,2257735,0.374983335,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Mining,2004,AZ,RICK,RENZI,1,RICK RENZI,R,30500,0.021614006,1411122,1,148315,0.5854,Materials,,,,1,7,2257735,0.625016665,18,Materials,994.347645,Values0506b,0.30380417,2004
Automotive,2004,AZ,RICK,RENZI,1,RICK RENZI,R,156682,0.111033631,1411122,1,148315,0.5854,Consumer Discretionary,,,,1,4,2257735,0.625016665,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Misc Finance,2004,AZ,PAUL,BABBITT,1,PAUL BABBITT,D,16250,0.01919413,846613,0,91776,0.3622,Financials,,,,0,4,2257735,0.374983335,14,Financials,5555.739999,Values0506b,0.351064506,2004
Misc Business,2004,AZ,PAUL,BABBITT,1,PAUL BABBITT,D,15975,0.018869306,846613,0,91776,0.3622,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,6,2257735,0.374983335,18,Materials,994.347645,Values0506b,0.30380417,2004
Food & Beverage,2004,AZ,RICK,RENZI,1,RICK RENZI,R,29750,0.021082514,1411122,1,148315,0.5854,Consumer Staples,,,,1,8,2257735,0.625016665,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Oil & Gas,2004,AZ,RICK,RENZI,1,RICK RENZI,R,65895,0.046696884,1411122,1,148315,0.5854,Energy,,,,1,5,2257735,0.625016665,13,Energy,1348.010537,Values0506b,0.628528397,2004
Construction Services,2004,AZ,RANDY,CAMACHO,2,RANDY CAMACHO,D,250,0.00349406,71550,0,107406,0.3846,Industrials,,,,0,5,485262,0.147446122,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Insurance,2004,AZ,TRENT,FRANKS,2,TRENT FRANKS,R,18750,0.045321383,413712,1,165260,0.5917,Financials,,,,1,8,485262,0.852553878,14,Financials,5555.739999,Values0506b,0.351064506,2004
Oil & Gas,2004,AZ,TRENT,FRANKS,2,TRENT FRANKS,R,21000,0.050759949,413712,1,165260,0.5917,Energy,,,,1,6,485262,0.852553878,13,Energy,1348.010537,Values0506b,0.628528397,2004
Electric Utilities,2004,AZ,TRENT,FRANKS,2,TRENT FRANKS,R,19000,0.045925668,413712,1,165260,0.5917,Utilities,,,,1,7,485262,0.852553878,20,Utilities,846.831177,Values0506b,0.387572063,2004
Mining,2004,AZ,TRENT,FRANKS,2,TRENT FRANKS,R,11000,0.026588545,413712,1,165260,0.5917,Materials,,,,1,9,485262,0.852553878,18,Materials,994.347645,Values0506b,0.30380417,2004
Automotive,2004,AZ,TRENT,FRANKS,2,TRENT FRANKS,R,57050,0.137897861,413712,1,165260,0.5917,Consumer Discretionary,,,,1,3,485262,0.852553878,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Crop Production & Basic Processing,2004,AZ,RANDY,CAMACHO,2,RANDY CAMACHO,D,1850,0.025856045,71550,0,107406,0.3846,Consumer Staples,,,,0,4,485262,0.147446122,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Defense Aerospace,2004,AZ,TRENT,FRANKS,2,TRENT FRANKS,R,32000,0.077348494,413712,1,165260,0.5917,Industrials,,,,1,5,485262,0.852553878,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Business Services,2004,AZ,RANDY,CAMACHO,2,RANDY CAMACHO,D,4500,0.062893082,71550,0,107406,0.3846,Consumer Discretionary,Industrials,,,0,2,485262,0.147446122,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Crop Production & Basic Processing,2004,AZ,TRENT,FRANKS,2,TRENT FRANKS,R,35763,0.086444193,413712,1,165260,0.5917,Consumer Staples,,,,1,4,485262,0.852553878,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Oil & Gas,2004,AZ,JOHN,SHADEGG,3,JOHN SHADEGG,R,23500,0.041039146,572624,1,181012,0.801,Energy,,,,1,7,572624,1,13,Energy,1348.010537,Values0506b,0.628528397,2004
Accountants,2004,AZ,JOHN,SHADEGG,3,JOHN SHADEGG,R,117200,0.204671827,572624,1,181012,0.801,Financials,,,,1,2,572624,1,14,Financials,5555.739999,Values0506b,0.351064506,2004
Telephone Utilities,2004,AZ,JOHN,SHADEGG,3,JOHN SHADEGG,R,13000,0.022702506,572624,1,181012,0.801,Telecommunication Services,,,,1,8,572624,1,19,Telecommunication Services,75.598322,Values0506b,0.243061426,2004
Electric Utilities,2004,AZ,JOHN,SHADEGG,3,JOHN SHADEGG,R,33200,0.057978709,572624,1,181012,0.801,Utilities,,,,1,6,572624,1,20,Utilities,846.831177,Values0506b,0.387572063,2004
Health Services/HMOs,2004,AZ,JOHN,SHADEGG,3,JOHN SHADEGG,R,45940,0.080227165,572624,1,181012,0.801,Health Care,,,,1,5,572624,1,15,Health Care,1854.677021,Values0506b,0.208390015,2004
Automotive,2004,AZ,JOHN,SHADEGG,3,JOHN SHADEGG,R,115199,0.201177387,572624,1,181012,0.801,Consumer Discretionary,,,,1,3,572624,1,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
"Beer, Wine & Liquor",2004,AZ,ED,PASTOR,4,ED PASTOR,D,37500,0.067656435,554271,1,77150,0.7012,Consumer Staples,,,,1,5,554271,1,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Business Services,2004,AZ,ED,PASTOR,4,ED PASTOR,D,42916,0.077427829,554271,1,77150,0.7012,Consumer Discretionary,Industrials,,,1,4,554271,1,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Commercial Banks,2004,AZ,ED,PASTOR,4,ED PASTOR,D,14500,0.026160488,554271,1,77150,0.7012,Financials,,,,1,7,554271,1,14,Financials,5555.739999,Values0506b,0.351064506,2004
Air Transport,2004,AZ,ED,PASTOR,4,ED PASTOR,D,74400,0.134230367,554271,1,77150,0.7012,Industrials,,,,1,3,554271,1,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Electric Utilities,2004,AZ,ED,PASTOR,4,ED PASTOR,D,28450,0.051328682,554271,1,77150,0.7012,Utilities,,,,1,6,554271,1,20,Utilities,846.831177,Values0506b,0.387572063,2004
Electric Utilities,2004,AZ,J,HAYWORTH,5,J D HAYWORTH,R,21000,0.027507578,763426,1,159455,0.595,Utilities,,,,1,7,763426,1,20,Utilities,846.831177,Values0506b,0.387572063,2004
Accountants,2004,AZ,J,HAYWORTH,5,J D HAYWORTH,R,182958,0.239653876,763426,1,159455,0.595,Financials,,,,1,1,763426,1,14,Financials,5555.739999,Values0506b,0.351064506,2004
Air Transport,2004,AZ,J,HAYWORTH,5,J D HAYWORTH,R,47580,0.062324312,763426,1,159455,0.595,Industrials,,,,1,5,763426,1,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Automotive,2004,AZ,J,HAYWORTH,5,J D HAYWORTH,R,157136,0.205830035,763426,1,159455,0.595,Consumer Discretionary,,,,1,3,763426,1,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Oil & Gas,2004,AZ,J,HAYWORTH,5,J D HAYWORTH,R,19450,0.025477256,763426,1,159455,0.595,Energy,,,,1,8,763426,1,13,Energy,1348.010537,Values0506b,0.628528397,2004
Health Services/HMOs,2004,AZ,J,HAYWORTH,5,J D HAYWORTH,R,42080,0.055119946,763426,1,159455,0.595,Health Care,,,,1,6,763426,1,15,Health Care,1854.677021,Values0506b,0.208390015,2004
Air Transport,2004,AZ,JEFF,FLAKE,6,JEFF FLAKE,R,32200,0.083055621,387692,1,202882,0.7938,Industrials,,,,1,5,387692,1,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Commercial Banks,2004,AZ,JEFF,FLAKE,6,JEFF FLAKE,R,54017,0.139329674,387692,1,202882,0.7938,Financials,,,,1,4,387692,1,14,Financials,5555.739999,Values0506b,0.351064506,2004
Business Services,2004,AZ,JEFF,FLAKE,6,JEFF FLAKE,R,60450,0.155922743,387692,1,202882,0.7938,Consumer Discretionary,Industrials,,,1,3,387692,1,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Crop Production & Basic Processing,2004,AZ,JEFF,FLAKE,6,JEFF FLAKE,R,26250,0.067708387,387692,1,202882,0.7938,Consumer Staples,,,,1,6,387692,1,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Oil & Gas,2004,AZ,JEFF,FLAKE,6,JEFF FLAKE,R,9750,0.025148829,387692,1,202882,0.7938,Energy,,,,1,7,387692,1,13,Energy,1348.010537,Values0506b,0.628528397,2004
Electric Utilities,2004,AZ,JEFF,FLAKE,6,JEFF FLAKE,R,6250,0.016121045,387692,1,202882,0.7938,Utilities,,,,1,8,387692,1,20,Utilities,846.831177,Values0506b,0.387572063,2004
Misc Finance,2004,AZ,RAUL,GRIJALVA,7,RAUL M GRIJALVA,D,13900,0.032875831,422803,1,108868,0.6206,Financials,,,,1,4,422803,1,14,Financials,5555.739999,Values0506b,0.351064506,2004
Crop Production & Basic Processing,2004,AZ,RAUL,GRIJALVA,7,RAUL M GRIJALVA,D,10500,0.024834261,422803,1,108868,0.6206,Consumer Staples,,,,1,5,422803,1,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Electric Utilities,2004,AZ,RAUL,GRIJALVA,7,RAUL M GRIJALVA,D,10250,0.024242969,422803,1,108868,0.6206,Utilities,,,,1,6,422803,1,20,Utilities,846.831177,Values0506b,0.387572063,2004
Construction Services,2004,AZ,RAUL,GRIJALVA,7,RAUL M GRIJALVA,D,8350,0.01974915,422803,1,108868,0.6206,Industrials,,,,1,7,422803,1,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Business Services,2004,AZ,RAUL,GRIJALVA,7,RAUL M GRIJALVA,D,33110,0.078310703,422803,1,108868,0.6206,Consumer Discretionary,Industrials,,,1,3,422803,1,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Insurance,2004,AZ,JIM,KOLBE,8,JIM KOLBE,R,47150,0.075654131,623231,1,183363,0.6036,Financials,,,,1,4,671381,0.928282153,14,Financials,5555.739999,Values0506b,0.351064506,2004
"Beer, Wine & Liquor",2004,AZ,JIM,KOLBE,8,JIM KOLBE,R,21509,0.034512083,623231,1,183363,0.6036,Consumer Staples,,,,1,7,671381,0.928282153,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Printing & Publishing,2004,AZ,EVA,BACAL,8,EVA K BACAL,D,1250,0.02596054,48150,0,109963,0.362,Consumer Discretionary,Industrials,,,0,5,671381,0.071717847,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Oil & Gas,2004,AZ,JIM,KOLBE,8,JIM KOLBE,R,20149,0.032329907,623231,1,183363,0.6036,Energy,,,,1,8,671381,0.928282153,13,Energy,1348.010537,Values0506b,0.628528397,2004
Defense Aerospace,2004,AZ,JIM,KOLBE,8,JIM KOLBE,R,39799,0.063859147,623231,1,183363,0.6036,Industrials,,,,1,5,671381,0.928282153,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Crop Production & Basic Processing,2004,AZ,EVA,BACAL,8,EVA K BACAL,D,500,0.010384216,48150,0,109963,0.362,Consumer Staples,,,,0,6,671381,0.071717847,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Automotive,2004,AZ,JIM,KOLBE,8,JIM KOLBE,R,148979,0.239042987,623231,1,183363,0.6036,Consumer Discretionary,,,,1,3,671381,0.928282153,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Misc Services,2004,AZ,EVA,BACAL,8,EVA K BACAL,D,2000,0.041536864,48150,0,109963,0.362,Industrials,,,,0,4,671381,0.071717847,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Electric Utilities,2004,AZ,JIM,KOLBE,8,JIM KOLBE,R,23500,0.037706725,623231,1,183363,0.6036,Utilities,,,,1,6,671381,0.928282153,20,Utilities,846.831177,Values0506b,0.387572063,2004
Misc Finance,2004,AZ,EVA,BACAL,8,EVA K BACAL,D,6800,0.141225337,48150,0,109963,0.362,Financials,,,,0,3,671381,0.071717847,14,Financials,5555.739999,Values0506b,0.351064506,2004
Hospitals/Nursing Homes,2004,AZ,EVA,BACAL,8,EVA K BACAL,D,200,0.004153686,48150,0,109963,0.362,Health Care,,,,0,8,671381,0.071717847,15,Health Care,1854.677021,Values0506b,0.208390015,2004
Air Transport,2004,AZ,JOHN,MCCAIN,S,JOHN MCCAIN,R,64500,0.033627483,1918074,1,1505372,0.7674,Industrials,,,,1,6,1920074,0.998958373,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Business Services,2004,AZ,JOHN,MCCAIN,S,JOHN MCCAIN,R,317213,0.165381002,1918074,1,1505372,0.7674,Consumer Discretionary,Industrials,,,1,4,1920074,0.998958373,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Telecom Services & Equipment,2004,AZ,JOHN,MCCAIN,S,JOHN MCCAIN,R,113650,0.059252146,1918074,1,1505372,0.7674,Telecommunication Services,,,,1,5,1920074,0.998958373,19,Telecommunication Services,75.598322,Values0506b,0.243061426,2004
Commercial Banks,2004,AZ,JOHN,MCCAIN,S,JOHN MCCAIN,R,493270,0.257169431,1918074,1,1505372,0.7674,Financials,,,,1,2,1920074,0.998958373,14,Financials,5555.739999,Values0506b,0.351064506,2004
"Beer, Wine & Liquor",2004,AZ,JOHN,MCCAIN,S,JOHN MCCAIN,R,44850,0.023382831,1918074,1,1505372,0.7674,Consumer Staples,,,,1,7,1920074,0.998958373,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Casinos/Gambling,2004,CA,MIKE,THOMPSON,1,MIKE THOMPSON,D,46003,0.078059168,589335,1,189366,0.6692,Consumer Discretionary,,,,1,5,596185,0.988510278,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Construction Services,2004,CA,LAWRENCE,WIESNER,1,LAWRENCE R WIESNER,R,1000,0.145985401,6850,0,79970,0.2826,Industrials,,,,0,2,596185,0.011489722,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Accountants,2004,CA,MIKE,THOMPSON,1,MIKE THOMPSON,D,50465,0.085630414,589335,1,189366,0.6692,Financials,,,,1,4,596185,0.988510278,14,Financials,5555.739999,Values0506b,0.351064506,2004
Air Transport,2004,CA,MIKE,THOMPSON,1,MIKE THOMPSON,D,19749,0.033510652,589335,1,189366,0.6692,Industrials,,,,1,6,596185,0.988510278,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Agricultural Services/Products,2004,CA,MIKE,THOMPSON,1,MIKE THOMPSON,D,205708,0.349051049,589335,1,189366,0.6692,Consumer Staples,,,,1,1,596185,0.988510278,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Misc Finance,2004,CA,LAWRENCE,WIESNER,1,LAWRENCE R WIESNER,R,3850,0.562043796,6850,0,79970,0.2826,Financials,,,,0,1,596185,0.011489722,14,Financials,5555.739999,Values0506b,0.351064506,2004
Forestry & Forest Products,2004,CA,MIKE,THOMPSON,1,MIKE THOMPSON,D,16120,0.027352864,589335,1,189366,0.6692,Materials,,,,1,7,596185,0.988510278,18,Materials,994.347645,Values0506b,0.30380417,2004
Air Transport,2004,CA,ELLEN,TAUSCHER,10,ELLEN O TAUSCHER,D,59375,0.123384058,481221,1,182750,0.6571,Industrials,,,,1,4,503221,0.956281634,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Computers/Internet,2004,CA,ELLEN,TAUSCHER,10,ELLEN O TAUSCHER,D,44794,0.093084051,481221,1,182750,0.6571,Consumer Discretionary,Information Technology,,,1,5,503221,0.956281634,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Business Services,2004,CA,JEFF,KETELSON,10,JEFF KETELSON,R,20000,0.909090909,22000,0,95349,0.3429,Consumer Discretionary,Industrials,,,0,1,503221,0.043718366,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Oil & Gas,2004,CA,ELLEN,TAUSCHER,10,ELLEN O TAUSCHER,D,14000,0.029092662,481221,1,182750,0.6571,Energy,,,,1,7,503221,0.956281634,13,Energy,1348.010537,Values0506b,0.628528397,2004
Pharmaceuticals/Health Products,2004,CA,ELLEN,TAUSCHER,10,ELLEN O TAUSCHER,D,27999,0.058183246,481221,1,182750,0.6571,Health Care,,,,1,6,503221,0.956281634,15,Health Care,1854.677021,Values0506b,0.208390015,2004
Accountants,2004,CA,ELLEN,TAUSCHER,10,ELLEN O TAUSCHER,D,79000,0.164165737,481221,1,182750,0.6571,Financials,,,,1,3,503221,0.956281634,14,Financials,5555.739999,Values0506b,0.351064506,2004
Forestry & Forest Products,2004,CA,RICHARD,POMBO,11,RICHARD W POMBO,R,58159,0.087279696,666352,1,163582,0.6123,Materials,,,,1,5,721484,0.923585277,18,Materials,994.347645,Values0506b,0.30380417,2004
Insurance,2004,CA,JERRY,MCNERNEY,11,JERRY MCNERNEY,D,1250,0.022672858,55132,0,103587,0.3877,Financials,,,,0,5,721484,0.076414723,14,Financials,5555.739999,Values0506b,0.351064506,2004
Home Builders,2004,CA,RICHARD,POMBO,11,RICHARD W POMBO,R,36870,0.055331116,666352,1,163582,0.6123,Industrials,,,,1,7,721484,0.923585277,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Automotive,2004,CA,RICHARD,POMBO,11,RICHARD W POMBO,R,121175,0.181848332,666352,1,163582,0.6123,Consumer Discretionary,,,,1,3,721484,0.923585277,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Computers/Internet,2004,CA,JERRY,MCNERNEY,11,JERRY MCNERNEY,D,4800,0.087063774,55132,0,103587,0.3877,Consumer Discretionary,Information Technology,,,0,3,721484,0.076414723,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Agricultural Services/Products,2004,CA,RICHARD,POMBO,11,RICHARD W POMBO,R,134727,0.202185932,666352,1,163582,0.6123,Consumer Staples,,,,1,2,721484,0.923585277,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
Oil & Gas,2004,CA,RICHARD,POMBO,11,RICHARD W POMBO,R,85045,0.12762774,666352,1,163582,0.6123,Energy,,,,1,4,721484,0.923585277,13,Energy,1348.010537,Values0506b,0.628528397,2004
Hospitals/Nursing Homes,2004,CA,JERRY,MCNERNEY,11,JERRY MCNERNEY,D,1000,0.018138286,55132,0,103587,0.3877,Health Care,,,,0,6,721484,0.076414723,15,Health Care,1854.677021,Values0506b,0.208390015,2004
Misc Business,2004,CA,JERRY,MCNERNEY,11,JERRY MCNERNEY,D,250,0.004534572,55132,0,103587,0.3877,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,7,721484,0.076414723,18,Materials,994.347645,Values0506b,0.30380417,2004
Construction Services,2004,CA,JERRY,MCNERNEY,11,JERRY MCNERNEY,D,3600,0.065297831,55132,0,103587,0.3877,Industrials,,,,0,4,721484,0.076414723,16,Industrials,2247.393539,Values0506b,0.282912485,2004
Electric Utilities,2004,CA,RICHARD,POMBO,11,RICHARD W POMBO,R,37700,0.056576704,666352,1,163582,0.6123,Utilities,,,,1,6,721484,0.923585277,20,Utilities,846.831177,Values0506b,0.387572063,2004
Accountants,2004,CA,TOM,LANTOS,12,TOM LANTOS,D,254460,0.187070479,1360236,1,171852,0.6803,Financials,,,,1,3,1370951,0.992184257,14,Financials,5555.739999,Values0506b,0.351064506,2004
Pharmaceuticals/Health Products,2004,CA,TOM,LANTOS,12,TOM LANTOS,D,20000,0.014703331,1360236,1,171852,0.6803,Health Care,,,,1,8,1370951,0.992184257,15,Health Care,1854.677021,Values0506b,0.208390015,2004
Business Services,2004,CA,TOM,LANTOS,12,TOM LANTOS,D,231298,0.170042551,1360236,1,171852,0.6803,Consumer Discretionary,Industrials,,,1,4,1370951,0.992184257,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Oil & Gas,2004,CA,TOM,LANTOS,12,TOM LANTOS,D,33250,0.024444288,1360236,1,171852,0.6803,Energy,,,,1,5,1370951,0.992184257,13,Energy,1348.010537,Values0506b,0.628528397,2004
Business Services,2004,CA,PAT,GRAY,12,PAT GRAY,I,1200,0.111992534,10715,0,23038,0.0912,Consumer Discretionary,Industrials,,,0,2,1370951,0.007815743,11,Consumer Discretionary,2212.326524,Values0506b,0.184187272,2004
Food & Beverage,2004,CA,TOM,LANTOS,12,TOM LANTOS,D,24300,0.017864547,1360236,1,171852,0.6803,Consumer Staples,,,,1,6,1370951,0.992184257,12,Consumer Staples,954.249739,Values0506b,0.160713878,2004
